login_form,links_in_tags,iframe,popup_window,safe_anchor,onmouseover,right_clic,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank,embedded_domain,having_ip_address,no_of_dots,no_of_sensitive_words,out_of_position_tld,https_token,url_length,tinyURL,prefixSuffix,count_special_chars,status
0,12.32876712,0,0,25.0,0,0,0,115,8759,1179,0,0,6,-1,1,3,0,1,-1,88,-1,-1,14,legitimate
0,83.33333333,0,0,96.42857143,0,0,0,115,2077,6416,0,0,5,1,1,2,0,1,-1,63,-1,-1,11,legitimate
0,50.0,0,0,0.0,0,0,0,2972,8350,1,0,0,10,-1,1,2,0,1,1,30,-1,-1,6,legitimate
0,0.0,0,0,0.0,0,0,1,0,-1,2617839,0,1,2,-1,1,3,0,-1,-1,73,-1,-1,12,phishing
0,90.47619048,0,0,21.21212121,0,0,0,197,6377,7962,0,1,5,-1,1,4,0,1,1,48,-1,-1,10,legitimate
0,0.0,0,0,0.0,0,0,0,270,7764,32,0,0,5,-1,1,3,0,1,1,132,-1,-1,12,phishing
0,72.72727273,0,0,100.0,0,0,0,135,2421,0,0,0,4,1,1,2,0,1,-1,33,-1,-1,6,legitimate
0,100.0,0,0,0.0,0,0,0,28,-1,0,0,1,0,1,1,3,0,1,1,63,-1,-1,11,phishing
0,0.0,0,0,0.0,0,0,1,0,-1,77586,0,1,1,1,1,2,0,1,-1,39,-1,1,7,phishing
0,100.0,0,0,0.0,0,0,0,303,6636,0,0,1,0,-1,1,3,1,1,-1,49,1,1,10,phishing
0,28.57142857,0,0,14.28571429,0,0,0,374,7295,0,0,1,5,1,1,2,0,1,-1,35,1,-1,5,phishing
0,100.0,0,0,100.0,0,0,0,14,4003,5828815,0,1,0,1,1,4,1,-1,-1,134,-1,1,20,phishing
1,100.0,0,0,33.33333333,0,0,0,669,4079,293870,0,0,5,1,1,2,0,1,1,32,-1,-1,6,legitimate
0,0.0,0,0,25.0,0,0,0,228,5616,0,0,1,5,-1,1,4,0,1,1,49,1,-1,8,phishing
0,0.0,0,0,0.0,0,0,0,311,1881,6613,0,1,1,-1,1,3,1,1,1,648,-1,1,35,phishing
0,91.30434783,0,0,88.88888889,0,0,0,646,9217,38608,0,0,5,1,1,2,0,1,-1,108,-1,-1,19,legitimate
0,100.0,0,0,47.82608696,0,0,0,468,-1,0,0,0,3,-1,1,2,0,1,1,21,-1,-1,6,legitimate
0,45.45454545,0,0,64.58333333,0,0,0,766,5808,3255580,0,0,3,1,1,2,0,1,-1,31,-1,-1,5,legitimate
0,98.14814815,0,0,62.5,0,0,1,0,6255,2494084,0,0,2,-1,1,1,0,1,1,19,-1,-1,5,legitimate
0,61.53846154,0,0,51.72413793,0,0,0,2506,6259,683,0,0,6,1,1,2,0,1,-1,47,-1,-1,6,legitimate
0,100.0,0,0,100.0,0,0,0,357,8,0,0,1,0,1,1,2,0,1,-1,32,-1,-1,6,phishing
0,0.0,0,0,0.0,0,0,0,80,1015,1196152,0,1,2,-1,1,3,0,1,-1,71,-1,1,9,phishing
0,100.0,0,0,23.07692308,0,0,0,1309,8185,31609,0,1,5,-1,1,2,0,1,1,55,-1,-1,9,legitimate
0,0.0,0,0,0.0,0,0,0,364,1,0,0,1,0,1,1,3,0,1,-1,37,-1,-1,7,phishing
0,0.0,0,0,0.0,0,0,0,289,75,0,0,1,0,1,1,2,0,1,-1,36,-1,-1,7,phishing
0,100.0,0,0,93.10344828,0,0,0,422,5421,0,0,0,2,-1,1,2,0,1,1,31,-1,-1,6,legitimate
0,10.0,0,0,33.33333333,0,0,0,2223,5811,225,0,1,7,1,1,2,0,1,-1,45,-1,-1,8,legitimate
0,0.0,0,0,0.0,0,0,1,0,-1,4280394,0,1,0,1,1,6,0,1,-1,156,-1,1,22,phishing
0,100.0,0,0,85.71428571,0,0,0,84,2472,1457389,0,0,2,-1,1,1,0,1,1,18,-1,-1,5,legitimate
0,0.0,0,0,0.0,0,0,0,239,7796,0,0,1,0,-1,1,3,0,1,-1,46,-1,-1,8,phishing
0,95.23809524,0,0,66.66666667,0,0,0,174,3843,5462227,0,0,2,1,1,2,0,1,-1,28,-1,-1,6,legitimate
0,100.0,0,0,94.01709402,0,0,0,211,3806,327963,0,0,3,-1,1,1,0,1,1,38,-1,-1,7,legitimate
0,73.33333333,0,0,41.17647059,0,0,0,951,7815,2546,0,1,6,1,1,2,0,1,-1,55,-1,-1,8,legitimate
0,100.0,0,0,100.0,0,0,1,0,2144,0,0,0,2,-1,1,2,0,1,1,23,-1,-1,6,legitimate
0,0.0,0,0,14.28571429,0,0,0,374,7295,0,0,1,5,1,1,2,0,1,-1,36,1,-1,5,phishing
0,100.0,0,0,25.0,0,0,0,345,4037,962335,0,0,4,-1,1,2,0,1,-1,26,-1,-1,6,legitimate
0,0.0,0,0,0.0,0,0,0,272,3381,0,0,1,0,1,1,2,0,1,-1,69,-1,1,12,phishing
0,30.0,0,0,0.0,0,0,0,254,477,0,0,1,0,-1,1,2,1,1,-1,42,-1,-1,8,phishing
0,0.0,0,0,0.0,0,0,0,950,3798,9506603,0,1,0,-1,1,2,0,1,-1,37,-1,-1,8,phishing
0,41.66666667,0,1,84.61538462,0,0,0,364,-1,534441,0,0,3,1,1,2,0,1,1,64,1,-1,12,legitimate
0,50.0,0,0,0.0,0,0,0,139,4609,0,0,1,3,1,1,5,0,1,-1,116,-1,-1,19,phishing
0,89.47368421,0,0,50.0,0,0,1,0,-1,0,0,0,2,-1,1,1,0,1,1,24,-1,-1,5,legitimate
0,100.0,0,0,50.0,0,0,1,0,-1,4744288,0,1,6,-1,1,1,0,1,-1,19,-1,-1,6,phishing
0,100.0,0,0,100.0,0,0,0,33,2889,0,0,1,1,1,1,3,0,1,-1,78,-1,-1,11,phishing
0,0.0,0,0,0.0,0,0,0,242,1950,341948,0,1,1,-1,1,2,0,1,-1,32,-1,-1,6,phishing
0,96.15384615,0,0,96.2962963,0,0,0,339,6236,270689,0,1,4,1,1,2,0,1,-1,48,-1,1,9,legitimate
0,100.0,0,0,0.0,0,0,0,369,4378,0,0,1,0,-1,1,2,0,1,-1,48,-1,1,8,phishing
0,75.0,0,0,0.0,0,0,1,0,-1,0,0,1,2,1,1,1,0,1,1,49,-1,1,8,phishing
1,66.66666667,0,0,18.75,0,0,0,636,4843,5881,0,0,5,1,1,2,0,1,-1,75,-1,1,14,legitimate
0,0.0,0,0,0.0,0,0,0,256,2301,22884,0,1,3,1,1,2,0,1,1,38,-1,-1,6,phishing
0,0.0,0,0,0.0,0,0,0,248,5230,0,0,1,0,-1,1,2,0,1,-1,29,-1,-1,7,phishing
0,100.0,0,0,100.0,0,0,0,25,3993,5707171,0,1,0,1,1,4,1,-1,1,128,-1,1,19,phishing
0,100.0,0,0,100.0,0,0,0,357,-1,0,0,1,0,1,1,1,0,1,1,24,-1,-1,5,phishing
0,0.0,0,0,0.0,0,0,0,46,3972,0,0,1,0,1,1,1,0,1,-1,43,-1,-1,8,phishing
0,83.33333333,0,0,13.63636364,0,0,0,679,6260,6679,0,0,6,-1,1,2,0,1,-1,66,-1,-1,10,legitimate
0,0.0,0,0,0.0,0,0,0,59,5784,50100,0,1,4,-1,1,2,0,1,-1,80,1,-1,10,phishing
1,0.0,0,0,33.33333333,0,0,1,0,-1,0,1,1,0,-1,-1,24,1,1,-1,426,-1,-1,97,phishing
0,100.0,0,0,0.0,0,0,0,789,1036,0,0,1,0,-1,1,6,1,-1,-1,50,-1,-1,10,phishing
0,0.0,0,0,0.0,0,0,0,251,5228,0,0,1,0,-1,1,6,1,1,-1,107,-1,-1,26,phishing
1,0.0,0,0,33.33333333,0,0,1,0,-1,0,1,1,0,-1,-1,4,1,1,-1,40,-1,-1,12,phishing
0,68.18181818,0,0,0.0,0,0,0,252,2305,541454,0,1,4,-1,1,2,1,1,-1,49,-1,-1,9,phishing
0,20.0,0,0,0.0,0,0,0,373,7296,0,0,1,5,1,1,2,0,1,1,38,1,-1,6,phishing
0,100.0,0,0,34.782608700000004,0,0,0,372,8415,139193,0,0,5,-1,1,2,0,-1,-1,17,-1,-1,5,legitimate
0,0.0,0,0,0.0,0,0,0,241,1950,341948,0,1,1,-1,1,2,0,1,-1,36,-1,-1,6,phishing
0,100.0,0,0,25.0,0,0,0,292,4822,209887,0,1,4,-1,1,2,0,1,-1,44,1,-1,7,legitimate
0,66.66666667,0,0,78.57142857,0,0,0,0,6289,0,0,0,3,1,1,1,0,1,1,23,-1,-1,5,legitimate
0,0.0,0,0,0.0,0,0,0,518,7800,2868149,0,1,5,-1,1,2,0,1,1,26,-1,-1,6,phishing
0,66.66666667,0,0,80.0,0,0,1,0,736,0,0,1,2,-1,1,2,1,1,1,189,1,-1,14,phishing
0,86.66666667,0,0,82.60869565,0,0,0,148,7158,2294,0,1,3,-1,1,3,0,1,-1,43,-1,-1,9,legitimate
1,83.33333333,0,0,4.255319149,0,0,0,1126,5813,0,0,1,0,-1,1,1,0,1,-1,68,-1,-1,13,phishing
0,23.07692308,0,0,100.0,0,0,0,311,54,7343400,0,1,0,1,1,1,0,1,1,29,1,-1,5,phishing
0,81.81818182,0,0,72.22222222,0,0,0,169,2388,1616,0,0,6,-1,1,2,0,1,-1,47,-1,-1,9,legitimate
0,0.0,0,0,0.0,0,0,0,50,3237,0,0,1,0,1,1,1,0,1,-1,60,-1,-1,11,phishing
0,90.69767442,0,0,30.76923077,0,0,0,1828,9230,763,0,1,6,-1,1,2,0,1,-1,58,-1,-1,10,legitimate
0,90.47619048,0,0,26.66666667,0,0,0,293,9205,690,0,0,6,-1,1,2,0,1,-1,41,-1,-1,7,legitimate
0,72.72727273,0,0,55.55555556,0,0,0,787,8708,1562899,0,0,3,1,1,2,0,1,-1,30,-1,-1,6,legitimate
0,100.0,0,0,86.07594937,0,0,0,153,7883,487488,0,0,4,1,1,2,0,1,1,27,-1,-1,7,legitimate
0,30.0,0,0,100.0,0,0,0,263,7772,2778053,0,0,6,1,1,2,0,1,1,32,-1,-1,6,legitimate
0,100.0,0,0,63.15789474,0,0,0,189,5290,1547,0,0,5,-1,1,2,0,1,-1,40,-1,-1,9,legitimate
1,0.0,0,0,0.0,0,0,0,33,1794,0,0,1,0,-1,1,2,0,1,-1,57,-1,-1,9,phishing
0,100.0,0,0,60.0,0,0,0,904,7131,12,0,0,7,-1,1,2,0,1,1,56,-1,-1,11,legitimate
0,100.0,0,0,0.0,0,0,0,4,-1,0,0,1,0,-1,1,2,0,-1,1,65,-1,-1,12,phishing
1,3.50877193,0,0,29.62962963,0,0,0,644,1547,4639,0,1,2,1,1,2,0,1,-1,40,-1,-1,6,phishing
0,0.0,0,0,0.0,0,0,0,0,4377,0,0,1,1,1,1,2,0,-1,-1,74,-1,-1,9,phishing
0,80.0,0,0,0.0,0,0,0,347,8053,4635,0,1,5,1,1,2,0,1,1,40,1,-1,6,legitimate
0,62.5,0,0,12.5,0,0,1,0,-1,162665,0,0,4,1,1,3,0,-1,1,27,1,-1,7,legitimate
0,0.0,0,0,0.0,0,0,0,936,160,6030823,0,1,0,1,1,2,0,1,-1,39,-1,-1,6,phishing
0,91.66666667,0,0,83.33333333,0,0,0,644,1546,4669,0,1,2,1,1,3,1,1,1,72,-1,1,12,phishing
0,0.0,0,0,0.0,0,0,0,371,8415,0,0,1,2,1,1,10,0,-1,-1,104,-1,-1,21,phishing
0,100.0,0,0,75.55555556,0,0,0,902,7133,12,0,1,7,-1,1,3,0,1,1,43,-1,-1,8,legitimate
0,0.0,0,0,0.0,0,0,0,373,7296,0,0,0,5,-1,1,2,0,1,1,52,1,-1,6,phishing
0,100.0,0,0,0.0,0,0,0,284,1541,2573053,0,0,0,1,1,2,0,1,1,48,-1,-1,8,phishing
0,100.0,0,0,11.11111111,0,0,0,226,2695,0,0,0,4,-1,1,2,0,1,-1,24,-1,-1,5,legitimate
0,100.0,0,0,31.81818182,0,0,0,2080,6686,2897,0,0,6,-1,1,2,0,1,1,43,-1,-1,8,legitimate
0,100.0,0,0,82.96296296,0,0,0,901,7134,13,0,0,7,-1,1,2,0,1,1,48,-1,-1,8,legitimate
0,88.88888889,0,0,20.0,0,0,0,64,6510,0,0,1,0,1,1,3,0,1,-1,54,-1,-1,11,phishing
0,0.0,0,0,0.0,0,0,0,196,4917,1666252,0,1,6,1,1,2,0,1,-1,36,-1,-1,6,legitimate
0,31.81818182,0,0,66.66666667,0,0,0,285,10674,23,0,1,8,-1,1,2,0,1,1,60,1,-1,12,legitimate
0,0.0,0,0,14.28571429,0,0,0,374,7295,0,0,1,5,1,1,2,0,1,1,34,1,-1,6,phishing
0,93.75,0,0,63.63636364,0,0,0,141,6434,48630,0,0,5,1,1,1,0,1,-1,33,-1,-1,6,legitimate
0,97.14285714,0,0,54.54545455,0,0,0,203,2718,0,0,1,1,1,1,2,0,1,-1,70,-1,-1,12,legitimate
0,15.78947368,0,0,6.666666667,0,0,0,645,1546,4669,0,1,2,1,1,2,0,1,1,41,-1,-1,6,phishing
0,100.0,0,0,100.0,0,0,0,143,1317,142374,0,0,2,-1,1,2,0,1,-1,23,-1,-1,6,phishing
0,0.0,0,0,0.0,0,0,0,91,4291,0,0,1,1,1,1,1,2,1,-1,64,-1,-1,10,phishing
0,100.0,0,0,100.0,0,0,0,790,7975,3197,0,1,5,1,1,2,0,1,1,86,-1,-1,11,phishing
0,0.0,0,0,0.0,0,0,0,0,12156,17877,0,1,5,-1,1,4,0,1,-1,67,-1,-1,13,legitimate
0,66.66666667,0,0,0.0,0,0,0,257,1934,56558,0,1,4,-1,1,1,0,1,1,70,1,-1,11,legitimate
0,100.0,0,0,100.0,0,0,0,25,3992,5697976,0,1,0,1,1,4,1,-1,1,127,-1,1,18,phishing
0,92.30769231,0,0,72.72727273,0,0,0,201,5618,49873,0,1,5,-1,1,3,0,1,-1,62,1,1,13,legitimate
0,93.75,0,0,0.0,0,0,0,310,7364,544676,0,0,4,-1,1,2,0,1,1,24,-1,-1,6,legitimate
0,50.0,0,0,0.0,0,0,0,160,2031,0,0,1,0,1,1,2,0,1,-1,77,-1,-1,10,phishing
0,66.66666667,0,0,0.0,0,0,0,0,-1,0,0,1,0,-1,1,4,0,1,1,155,-1,-1,19,phishing
0,33.33333333,0,0,100.0,0,0,0,217,5627,0,0,1,5,1,1,5,0,1,-1,55,1,1,11,phishing
0,81.81818182,0,0,0.0,0,0,0,108,6831,0,1,1,0,1,1,2,0,1,-1,56,-1,1,9,phishing
0,0.0,0,0,0.0,0,0,0,196,6377,0,0,1,1,-1,1,1,0,1,-1,37,-1,-1,7,phishing
0,0.0,0,0,58.20105820000001,0,0,0,372,7297,919168,0,0,5,1,1,2,0,1,-1,42,1,-1,5,legitimate
0,0.0,0,0,0.0,0,0,1,0,-1,0,1,1,0,-1,-1,3,0,1,-1,31,-1,-1,9,phishing
0,100.0,0,0,0.0,0,0,0,88,5025,544886,0,1,4,1,1,2,0,1,-1,27,-1,-1,6,phishing
0,91.66666667,0,0,66.66666667,0,0,0,101,4648,1812190,0,0,3,1,1,2,0,1,1,26,-1,1,7,legitimate
0,100.0,0,0,60.0,0,0,0,31,5447,825963,0,0,3,-1,1,2,0,1,-1,39,-1,-1,9,legitimate
0,100.0,0,0,0.0,0,0,0,523,4225,11753,0,1,3,1,1,3,0,1,-1,113,-1,-1,13,phishing
0,66.66666667,0,0,0.0,0,0,0,388,5821,595635,0,0,2,-1,1,2,0,1,-1,23,-1,1,7,legitimate
0,100.0,0,0,100.0,0,0,0,308,2248,0,0,1,0,1,1,2,0,1,-1,71,-1,-1,11,phishing
0,0.0,0,0,0.0,0,0,0,360,7309,0,0,1,5,1,1,2,0,1,-1,41,1,-1,6,phishing
0,18.42105263,0,0,0.0,0,0,0,711,-1,1368106,0,1,4,1,1,2,0,1,-1,47,-1,-1,8,legitimate
0,100.0,0,1,0.0,0,0,0,3109,6753,2305,0,1,8,-1,1,1,0,1,1,28,1,-1,5,phishing
0,0.0,0,0,0.0,0,0,0,346,18,0,0,1,0,1,1,1,0,1,-1,51,-1,1,7,phishing
0,100.0,0,0,0.0,0,0,0,379,4368,31458,0,0,6,-1,1,3,0,1,1,96,-1,-1,14,legitimate
0,0.0,0,0,0.0,0,0,1,0,-1,0,0,1,0,-1,1,2,0,1,-1,61,-1,-1,11,phishing
0,100.0,0,0,100.0,0,0,0,25,3992,5697976,0,1,0,1,1,4,1,-1,-1,76,-1,1,10,phishing
0,64.28571429,0,0,83.33333333,0,0,0,2505,6260,683,0,0,6,1,1,2,0,1,-1,61,-1,1,8,legitimate
0,0.0,0,0,0.0,0,0,0,35,2521,632751,0,1,7,-1,1,1,0,1,1,47,-1,-1,7,phishing
0,0.0,0,0,0.0,0,0,0,71,6868,0,0,1,0,1,1,8,2,-1,-1,130,-1,1,13,phishing
0,67.39130435,0,0,42.85714286,0,0,0,129,2428,0,0,1,4,1,1,1,0,1,-1,63,-1,-1,11,legitimate
0,0.0,0,0,0.0,0,0,0,345,-1,0,0,1,2,1,1,1,0,1,-1,45,-1,-1,7,legitimate
1,0.0,0,0,0.0,0,0,0,354,2202,15868,0,1,5,1,1,2,0,1,1,35,-1,1,7,phishing
0,12.5,0,0,68.0,0,0,0,704,4775,8181,0,1,4,-1,1,3,0,1,1,81,1,-1,15,legitimate
0,100.0,0,0,75.0,0,0,0,710,5499,41592,0,0,5,-1,1,2,0,1,1,48,-1,-1,9,legitimate
0,100.0,0,0,25.0,0,0,0,1335,2317,40354,0,0,3,-1,1,2,0,1,1,23,-1,-1,6,legitimate
0,33.33333333,0,0,32.3943662,0,0,0,323,-1,0,0,1,0,1,1,4,1,-1,-1,44,-1,-1,8,phishing
0,4.761904762,0,0,33.33333333,0,0,0,471,9331,9295,0,1,6,-1,1,2,0,1,1,23,-1,-1,6,legitimate
1,85.71428571,0,0,85.71428571,0,0,0,146,2046,0,0,1,0,-1,1,2,0,1,-1,106,-1,-1,13,phishing
0,0.0,0,0,25.0,0,0,0,228,5615,0,0,1,5,-1,1,4,0,1,1,44,1,-1,9,phishing
0,100.0,0,0,22.58064516,0,0,0,1558,9399,15,0,0,9,1,1,2,0,1,1,77,-1,-1,17,legitimate
0,50.0,0,0,0.0,0,0,0,180,7490,63,0,0,10,-1,1,1,0,1,1,30,-1,-1,5,legitimate
0,0.0,0,0,0.0,0,0,0,128,602,0,0,1,0,1,1,2,0,1,-1,56,-1,-1,8,phishing
1,0.0,0,0,0.0,0,0,0,1292,7839,4055,0,0,5,1,1,2,0,1,-1,89,-1,-1,16,legitimate
0,0.0,0,0,77.14285714,0,0,0,146,-1,1009471,0,1,4,-1,1,3,0,1,-1,89,-1,-1,18,legitimate
0,65.21739129999999,0,0,0.0,0,0,0,209,5635,2,0,0,10,1,1,2,0,1,1,43,-1,-1,8,legitimate
0,72.72727273,0,0,0.0,0,0,0,250,8880,127246,0,1,5,-1,1,7,0,-1,1,111,-1,-1,21,legitimate
0,62.5,0,0,66.66666667,0,0,0,1097,6208,77911,0,0,5,-1,1,2,0,1,-1,85,-1,1,19,legitimate
0,0.0,0,0,0.0,0,0,0,586,7448,385,0,1,8,1,1,4,0,1,1,83,-1,-1,15,legitimate
0,100.0,0,0,0.0,0,0,0,302,6638,0,0,1,0,-1,1,2,1,1,-1,60,1,1,10,phishing
1,0.0,0,0,0.0,0,0,0,1290,7841,3990,0,0,5,1,1,2,0,1,-1,68,-1,-1,12,legitimate
0,0.0,0,0,0.0,0,0,0,179,917,2225082,0,0,2,-1,1,1,0,1,1,22,-1,-1,5,phishing
0,78.57142857,0,0,15.38461538,0,0,0,261,-1,828180,0,0,2,-1,1,1,0,1,1,21,-1,-1,5,legitimate
0,85.71428571,0,0,0.0,0,0,0,1663,8565,650,0,0,6,-1,1,2,0,1,-1,61,-1,-1,10,legitimate
1,12.5,0,0,17.39130435,0,0,0,285,4097,0,0,1,3,1,1,5,1,1,-1,263,-1,-1,23,phishing
0,75.0,0,0,47.22222222,0,0,0,0,12710,1115,0,0,6,1,1,2,0,1,-1,59,-1,-1,10,legitimate
0,50.0,0,0,0.0,0,0,0,146,4967,0,0,1,1,-1,1,2,0,1,1,168,-1,-1,8,phishing
0,0.0,0,0,0.0,0,0,0,242,1950,341948,0,0,1,1,1,2,0,1,-1,33,-1,1,7,phishing
0,44.44444444,0,0,84.21052632,0,0,0,310,6265,1581458,0,1,5,-1,1,2,0,1,-1,59,-1,-1,8,legitimate
0,100.0,0,0,85.71428571,0,0,0,201,4182,177684,0,1,2,-1,1,3,0,1,-1,37,-1,-1,8,legitimate
0,64.51612903,0,0,25.0,0,0,0,350,8414,176808,0,1,4,-1,1,2,0,1,1,30,-1,-1,6,legitimate
0,100.0,0,0,100.0,0,0,0,25,3993,5707171,0,1,0,1,1,4,1,-1,1,136,-1,1,21,phishing
0,0.0,0,0,25.0,0,0,0,228,5615,0,0,1,5,1,1,5,1,1,-1,70,1,1,13,phishing
0,0.0,0,0,77.77777778,0,0,0,240,5603,3364923,0,0,3,1,1,2,0,1,1,30,-1,-1,6,legitimate
0,37.5,0,0,0.0,0,0,0,2976,8346,1,0,1,10,-1,1,2,0,1,1,99,-1,-1,11,phishing
0,50.0,0,0,72.97297297,0,0,0,133,7615,2188,0,1,5,-1,1,2,0,1,-1,71,1,-1,10,legitimate
0,100.0,0,0,100.0,0,0,1,0,-1,0,0,1,0,1,1,4,0,1,-1,71,-1,1,9,phishing
0,100.0,0,0,100.0,0,0,0,316,-1,0,0,1,0,1,1,1,0,1,-1,51,-1,1,8,phishing
0,0.0,0,0,0.0,0,0,0,73,657,0,0,1,0,1,1,5,0,-1,-1,57,1,1,11,phishing
0,0.0,0,0,0.0,0,0,0,313,-1,0,0,1,2,1,1,2,0,1,-1,80,-1,-1,16,legitimate
0,0.0,0,0,0.0,0,0,0,237,5971,0,0,1,0,-1,1,2,0,1,-1,53,-1,-1,9,phishing
0,75.0,0,0,16.66666667,0,0,0,2085,6315,8182,0,0,6,-1,1,2,0,1,1,88,-1,-1,13,legitimate
0,0.0,0,0,0.0,0,0,0,84,2837,0,0,1,2,1,1,2,0,1,1,37,-1,1,7,phishing
0,0.0,0,0,0.0,0,0,0,148,5408,0,0,1,1,1,1,2,1,1,-1,41,-1,-1,7,phishing
0,80.0,0,0,0.0,0,0,0,333,397,0,0,1,0,1,1,3,0,1,-1,96,-1,-1,13,phishing
0,0.0,0,0,0.0,0,0,0,2976,8346,1,0,1,10,-1,1,2,0,1,1,121,-1,-1,37,phishing
0,68.42105263,0,0,71.79487179,0,0,0,327,9169,599,0,0,7,-1,1,2,0,1,1,49,-1,-1,9,legitimate
0,66.66666667,0,0,99.65014577,0,0,0,229,9269,8530,0,1,7,-1,1,2,0,1,1,32,-1,-1,7,legitimate
0,58.82352941,0,0,38.33333333,0,0,0,986,5222,136,0,0,8,-1,1,2,0,1,1,66,-1,-1,9,legitimate
0,31.25,0,0,28.57142857,0,0,0,198,7838,603,0,1,6,-1,1,2,0,1,1,59,-1,1,9,legitimate
0,100.0,0,0,50.0,0,0,0,363,1098,0,0,1,0,-1,1,4,2,1,-1,149,-1,-1,24,phishing
0,0.0,0,0,0.0,0,0,0,298,7006,0,0,0,1,-1,1,2,0,1,-1,34,1,-1,7,phishing
0,77.77777778,0,0,50.0,0,0,0,335,3683,443077,0,0,2,1,1,2,0,1,-1,102,-1,-1,11,legitimate
0,61.53846154,0,0,53.33333333,0,0,0,2509,6256,689,0,0,6,1,1,2,0,1,-1,46,-1,-1,7,legitimate
0,44.44444444,0,0,54.54545455,0,0,0,196,1265,2433519,0,1,0,-1,1,7,1,1,1,165,-1,-1,21,phishing
0,66.66666667,0,0,35.8974359,0,0,0,637,5207,27218,0,0,5,1,1,3,0,1,-1,46,-1,-1,7,legitimate
1,66.66666667,0,0,100.0,0,0,0,1112,3271,0,0,0,3,-1,1,2,0,1,-1,27,-1,-1,6,legitimate
0,100.0,0,0,0.0,0,0,0,136,3152,38060,0,1,7,-1,1,1,0,1,-1,19,1,-1,5,phishing
0,0.0,0,0,0.0,0,0,0,541,5302,0,0,1,0,-1,1,1,0,1,-1,43,-1,-1,7,phishing
0,33.33333333,0,0,32.3943662,0,0,0,194,4554,0,0,1,0,1,1,16,2,-1,-1,177,-1,-1,22,phishing
0,100.0,0,0,66.66666667,0,0,0,139,-1,0,0,1,0,-1,1,2,1,1,-1,112,-1,-1,21,phishing
0,84.61538462,0,0,40.0,0,0,0,1991,9522,8315,0,0,6,-1,1,2,0,1,-1,22,-1,-1,6,legitimate
0,100.0,0,0,0.0,0,0,0,269,4478,188429,0,1,2,1,1,3,0,1,-1,66,-1,-1,11,phishing
0,2.0,0,0,22.22222222,0,0,0,38,6593,6293604,0,0,4,-1,1,2,0,1,1,26,-1,-1,6,legitimate
0,0.0,0,0,0.0,0,0,0,372,1454,0,0,1,0,1,1,2,0,1,-1,58,-1,1,11,phishing
0,90.0,0,0,100.0,0,0,0,90,276,0,0,1,0,-1,1,1,0,1,-1,119,-1,1,10,phishing
0,0.0,0,0,0.0,0,0,0,252,7446,6418275,0,1,0,-1,1,2,0,1,-1,25,-1,-1,5,phishing
0,100.0,0,0,100.0,0,0,1,25,3992,5697976,0,1,0,1,1,4,1,-1,-1,76,-1,1,10,phishing
0,80.0,0,0,100.0,0,0,0,320,-1,0,0,1,0,1,1,1,0,1,-1,88,-1,1,14,legitimate
0,66.66666667,0,0,0.0,0,0,1,0,605,0,0,1,1,-1,1,3,1,1,-1,34,-1,-1,8,phishing
0,100.0,0,0,0.0,0,0,0,258,4489,0,0,1,3,1,1,2,0,1,-1,31,-1,-1,6,phishing
0,40.0,0,0,22.22222222,0,0,0,246,5233,0,0,0,2,1,1,3,0,1,1,35,-1,-1,7,legitimate
0,66.66666667,0,0,55.55555556,0,0,0,193,4190,2024745,0,0,4,1,1,1,0,1,-1,29,-1,-1,5,legitimate
0,100.0,0,0,100.0,0,0,0,25,3992,5707171,0,1,0,1,1,5,1,-1,-1,131,-1,1,20,phishing
0,75.0,0,0,60.0,0,0,0,298,5545,5973329,0,0,2,-1,1,2,0,1,-1,24,-1,1,7,legitimate
0,0.0,0,0,0.0,0,0,0,952,7083,17964,0,1,3,1,1,3,0,1,-1,263,-1,-1,13,phishing
0,0.0,0,0,0.0,0,0,0,2972,8350,1,0,1,10,-1,1,2,0,1,1,32,-1,-1,7,legitimate
0,0.0,0,0,0.0,0,0,0,292,1534,0,0,1,0,-1,1,2,1,1,-1,79,-1,1,11,phishing
0,0.0,0,0,0.0,0,0,0,270,-1,8262038,0,1,2,-1,1,2,0,1,-1,44,-1,-1,9,phishing
0,34.782608700000004,0,0,30.43478261,0,0,0,389,2168,11746,0,0,4,-1,1,1,0,1,-1,15,-1,-1,4,legitimate
0,100.0,0,0,100.0,0,0,0,25,3992,5697976,0,1,0,1,1,4,1,-1,-1,119,-1,-1,18,phishing
0,0.0,0,0,0.0,0,0,0,111,255,0,0,1,0,1,1,2,1,1,-1,63,-1,-1,12,phishing
0,100.0,0,0,100.0,0,0,0,25,3993,5707171,0,1,0,1,1,4,1,-1,1,126,-1,1,19,phishing
0,83.33333333,0,0,17.77777778,0,0,0,227,503,0,0,1,0,-1,1,2,0,1,-1,47,-1,-1,9,phishing
0,85.0,0,0,90.12345679,0,0,0,695,8435,3754,0,1,6,1,1,2,0,1,-1,63,-1,-1,10,legitimate
0,97.36842105,0,0,67.44186047,0,0,0,1653,7478,629,0,0,7,-1,1,3,0,1,1,64,-1,-1,10,legitimate
0,0.0,0,0,0.0,0,0,1,0,-1,0,0,1,0,1,1,3,0,-1,-1,106,-1,-1,14,phishing
0,100.0,0,0,64.70588235,0,0,0,1683,-1,71671,0,0,5,-1,1,2,0,1,1,33,-1,-1,8,legitimate
